PLAYER,TEAM,INJURED ON,RETURNED,DAYS MISSED,Injury
Alec Burks,Jazz,29 December 2015,08 April 2016,101,Surgery on left leg to repair fractured fibula (date approximate)
Kris Dunn,Hawks,30 December 2020,26 April 2021,117,Surgery on right ankle to remove loose cartilage
Rajon Rondo,Lakers,28 December 2018,24 January 2019,27,Surgery on right finger
Maxi Kleber,Lakers,30 January 2025,30 April 2025,90,Surgery on right foot to repair fracture
Khyri Thomas,Pistons,13 November 2019,25 February 2020,104,Surgery on right foot to repair stress reaction
DeAndre' Bembry,Bucks,13 March 2022,07 April 2022,25,Surgery on right knee
Larry Nance Jr.,Blazers,09 February 2022,24 March 2022,43,Surgery on right knee
Cody Zeller,Blazers,25 January 2022,08 February 2022,14,Surgery on right knee
Abdel Nader,Suns,26 April 2021,25 June 2021,60,Surgery on right knee
De'Andre Hunter,Hawks,07 February 2021,22 March 2021,43,Surgery on right knee
Eric Gordon,Rockets,12 November 2019,29 December 2019,47,Surgery on right knee
Goran Dragic,Heat,19 December 2018,23 February 2019,66,Surgery on right knee
Jimmy Butler,Timberwolves,25 February 2018,06 April 2018,40,Surgery on right knee to repair meniscus injury
Derrick Rose,Bulls,27 February 2015,08 April 2015,40,Surgery on right knee to repair torn medial meniscus
Al Horford,Hawks,17 January 2012,06 May 2012,110,Surgery to repair torn left pectoral muscle
Al Horford,Hawks,31 December 2013,19 April 2014,109,Surgery to repair torn pectoral muscle
Justin Patton,Timberwolves,18 October 2017,24 February 2018,129,Frecovering from surgery on left foot to repair fracture
DeMarcus Cousins,Lakers,22 October 2019,23 February 2020,124,Recovering from surery on left knee to repair torn acl
Darius Miller,Pelicans,30 October 2013,29 November 2013,30,Recovering from surgery on left foot to repair stress fracture
Wilson Chandler,Nuggets,07 November 2012,12 November 2012,5,Recovering from surgery on left hip to repair torn labrum
Collin Sexton,Jazz,19 November 2021,22 December 2022,398,Recovering from surgery on left knee to repair torn meniscus
Davon Reed,Suns,18 October 2017,07 January 2018,81,Recovering from surgery on left knee to repair torn meniscus
Myles Turner,Pacers,27 November 2015,30 December 2015,33,Recovering from surgery on left thumb to repair chip fracture and torn ligament
Rodney McGruder,Heat,17 October 2017,27 February 2018,133,Recovering from surgery on lower left leg to repair stress fracture
Victor Oladipo,Pacers,26 January 2019,29 January 2020,368,Recovering from surgery on right knee to repair ruptured quadriceps tendon
Paul George,Pacers,29 October 2014,05 April 2015,158,Recovering from surgery on right leg to repair fractured tibia and fibula
Victor Oladipo,Magic,28 October 2014,14 November 2014,17,Recovering from surgery to repair facial fracture
Devin Cannady,Magic,26 April 2021,04 May 2021,8,Recovering from surgery to repair fractured right ankle
Cameron Payne,Bulls,19 October 2017,22 February 2018,126,Recovering from surgery to repair fractured right foot
Trey Burke,Jazz,30 October 2013,20 November 2013,21,Recovering from surgery to repair fractured right index finger
Patrick Williams,Bulls,29 October 2021,20 March 2022,142,Surgery on left wrist to repair dislocation
Russell Westbrook,Thunder,28 February 2015,04 March 2015,4,Surgery on right cheek to repair fracture
Steven Adams,Thunder,09 February 2015,08 March 2015,27,Surgery on right finger to repair fracture
Gary Payton II,Blazers,13 October 2022,10 January 2023,89,Surgery to repair core muscle injury
Nerlens Noel,Thunder,25 January 2020,27 January 2020,2,Surgery to repair fractured left cheekbone
Aron Baynes,Pistons,19 October 2016,26 October 2016,7,Surgery to repair fractured nose
Kyrie Irving,Celtics,12 November 2017,14 November 2017,2,Minor facial fracture
Isaiah Hartenstein,Thunder,06 March 2025,08 March 2025,2,Nasal fracture
Donovan Mitchell,Cavaliers,17 March 2024,29 March 2024,12,Nasal fracture
AJ Green,Bucks,02 January 2024,04 January 2024,2,Nasal fracture
Rui Hachimura,Lakers,24 November 2023,01 December 2023,7,Nasal fracture
Joel Embiid,76ers,15 December 2024,20 December 2024,5,Sinus fracture
JaVale McGee,Mavericks,28 October 2015,22 November 2015,25,Stress fracture in tibia in left leg
Gordon Hayward,Jazz,25 October 2016,06 November 2016,12,Fractured left ring finger
Cody Zeller,Heat,12 March 2023,28 March 2023,16,Fractured nose
Khem Birch,Raptors,15 January 2022,03 February 2022,19,Fractured nose
Torrey Craig,Bucks,29 December 2020,15 January 2021,17,Fractured nose
Patrick McCaw,Raptors,24 January 2020,30 January 2020,6,Fractured nose
Marvin Williams,Hornets,06 January 2020,10 January 2020,4,Fractured nose
Ersan Ilyasova,Bucks,17 December 2018,04 January 2019,18,Fractured nose
Mike Muscala,76ers,10 November 2018,12 November 2018,2,Fractured nose
Mike Muscala,76ers,07 November 2018,10 November 2018,3,Fractured nose
Wilson Chandler,Nuggets,01 April 2018,03 April 2018,2,Fractured nose
Reggie Bullock,Pistons,10 February 2016,19 February 2016,9,Fractured nose
Alex Len,Suns,04 April 2015,07 April 2015,3,Fractured nose
Kyle Korver,Hawks,16 March 2015,22 March 2015,6,Fractured nose
Ersan Ilyasova,Bucks,13 December 2014,23 December 2014,10,Fractured nose
LeBron James,Heat,23 February 2014,27 February 2014,4,Fractured nose
Marvin Williams,Jazz,20 November 2013,22 November 2013,2,Fractured nose (surgery)
Kelly Oubre Jr.,76ers,11 November 2023,04 December 2023,23,Fractured rib
Kevin Durant,Warriors,16 March 2018,29 March 2018,13,Fractured rib
Collin Gillespie,Suns,12 November 2024,05 January 2025,54,Fractured right ankle
Chet Holmgren,Thunder,11 November 2024,06 February 2025,87,Fractured right hip
Ousmane Dieng,Thunder,24 November 2024,19 December 2024,25,Fractured right ring finger
Ben McLemore,Kings,09 March 2016,27 March 2016,18,Fractured right ring finger
Jonas Valanciunas,Raptors,26 December 2012,01 February 2013,37,Fractured right ring finger
Maxwell Lewis,Nets,03 January 2025,11 February 2025,39,Fractured tibia in left leg
Ryan Broekhoff,Mavericks,31 December 2019,27 January 2020,27,Fractured fibula in left leg
Ed Davis,Jazz,02 November 2019,29 November 2019,27,Fractured fibula in left leg
Clint Capela,Rockets,20 December 2016,15 January 2017,26,Fractured fibula in left leg
Marquese Chriss,Spurs,26 December 2020,28 March 2021,92,Fractured fibula in right leg
Jusuf Nurkic,Blazers,06 April 2017,22 April 2017,16,Fractured fibula in right leg
Jusuf Nurkic,Blazers,01 April 2017,04 April 2017,3,Fractured fibula in right leg
Tyler Herro,Heat,17 April 2023,12 June 2023,56,Fractured finger
Derrick Jones Jr.,Bulls,25 January 2022,12 February 2022,18,Fractured finger
Rajon Rondo,Lakers,13 January 2020,20 January 2020,7,Fractured finger
Vincent Poirier,Celtics,18 December 2019,13 January 2020,26,Fractured finger
PJ Washington,Hornets,17 December 2019,27 December 2019,10,Fractured finger
Nicolas Batum,Hornets,25 October 2019,16 November 2019,22,Fractured finger
Jordan McRae,Wizards,02 November 2019,06 November 2019,4,Fractured finger
Elfrid Payton,Pelicans,17 November 2018,31 December 2018,44,Fractured finger
Darius Garland,Cavaliers,15 December 2023,30 January 2024,46,Fractured jaw
JaMychal Green,Grizzlies,07 November 2018,18 November 2018,11,Fractured jaw
JaMychal Green,Grizzlies,22 October 2018,02 November 2018,11,Fractured jaw
Isaiah Canaan,Suns,02 February 2018,08 February 2018,6,Fractured left ankle
Hunter Tyson,Nuggets,12 February 2024,28 February 2024,16,Fractured left finger
Danny Green,Spurs,15 January 2014,03 February 2014,19,Fractured left index finger
Kyrie Irving,Cavaliers,21 November 2012,11 December 2012,20,Fractured left index finger
Kyrie Irving,Mavericks,09 December 2023,01 January 2024,23,Bruised heel
Rudy Gay,Spurs,30 December 2017,23 February 2018,55,Bursitis in right heel
Keyonte George,Jazz,05 January 2025,15 January 2025,10,Heel injury
Josh Richardson,Heat,20 December 2024,09 January 2025,20,Heel injury
Anthony Davis,Lakers,06 November 2024,08 November 2024,2,Heel injury
Torrey Craig,Bulls,18 December 2023,03 February 2024,47,Heel injury
Jordan McLaughlin,Timberwolves,30 October 2022,01 November 2022,2,Heel injury
Clint Capela,Hawks,14 March 2021,18 March 2021,4,Heel injury
Marvin Williams,Jazz,04 December 2013,11 December 2013,7,Heel injury
Josh Richardson,Heat,22 October 2024,27 October 2024,5,Left heel injury
Payton Pritchard,Celtics,30 March 2023,31 March 2023,1,Left heel injury
Payton Pritchard,Celtics,08 March 2023,28 March 2023,20,Left heel injury
Romeo Langford,Spurs,04 April 2022,06 April 2022,2,Left heel injury
Rudy Gay,Jazz,19 January 2022,20 January 2022,1,Right heel injury
Rudy Gay,Jazz,07 January 2022,08 January 2022,1,Right heel injury
Rudy Gay,Jazz,19 October 2021,18 November 2021,30,Right heel injury
Rudy Gay,Spurs,15 May 2021,16 May 2021,1,Right heel injury
Juwan Morgan,Jazz,06 May 2021,14 May 2021,8,Right heel injury
JJ Redick,Mavericks,07 May 2021,08 May 2021,1,Right heel injury
JJ Redick,Mavericks,01 May 2021,02 May 2021,1,Right heel injury
JJ Redick,Mavericks,26 April 2021,27 April 2021,1,Right heel injury
JJ Redick,Mavericks,04 March 2021,12 April 2021,39,Right heel injury
Clint Capela,Rockets,27 January 2020,29 January 2020,2,Right heel injury
Clint Capela,Rockets,11 January 2020,13 January 2020,2,Right heel injury
Clint Capela,Rockets,28 December 2019,31 December 2019,3,Right heel injury
Kyle Anderson,Grizzlies,01 December 2019,11 December 2019,10,Right heel injury
Draymond Green,Warriors,02 December 2019,04 December 2019,2,Right heel injury
Kyle Anderson,Grizzlies,27 November 2019,29 November 2019,2,Right heel injury
Draymond Green,Warriors,20 November 2019,27 November 2019,7,Right heel injury
Donte DiVincenzo,Bucks,25 January 2019,07 March 2019,41,Right heel injury
Derrick White,Spurs,24 February 2019,25 February 2019,1,Right heel injury
Derrick White,Spurs,04 February 2019,22 February 2019,18,Right heel injury
Joakim Noah,Grizzlies,05 February 2019,09 February 2019,4,Right heel injury
Joakim Noah,Grizzlies,19 December 2018,26 December 2018,7,Right heel injury
Tim Hardaway Jr.,Knicks,17 December 2018,19 December 2018,2,Right heel injury
Rudy Gay,Spurs,04 November 2018,12 November 2018,8,Right heel injury
Evan Fournier,Magic,23 December 2016,04 January 2017,12,Right heel injury
Marvin Williams,Jazz,31 January 2014,01 February 2014,1,Sore right achilles / heel
Donte DiVincenzo,Bucks,04 January 2019,19 January 2019,15,Sore right ankle/heel
Rudy Gay,Spurs,03 December 2017,04 December 2017,1,Sore right ankle/heel
Patrick Beverley,76ers,22 December 2023,25 December 2023,3,Sore right heel
DeMarcus Cousins,Rockets,22 February 2021,23 February 2021,1,Sore right heel
Rudy Gay,Spurs,27 November 2017,29 November 2017,2,Sore right heel
Klay Thompson,Warriors,13 February 2017,15 February 2017,2,Sore right heel
DeMarre Carroll,Raptors,08 November 2015,13 November 2015,5,Sore right heel
Zach LaVine,Bulls,26 February 2018,27 February 2018,1,For rest / recovering from surgery on left knee
Zach LaVine,Bulls,10 February 2018,12 February 2018,2,For rest / recovering from surgery on left knee
Nerlens Noel,Mavericks,10 December 2017,28 February 2018,80,Recovering form surgery on thumb
Russell Westbrook,Thunder,27 December 2013,20 February 2014,55,Recovering from arthroscopic surgery on right knee
Russell Westbrook,Thunder,30 October 2013,03 November 2013,4,Recovering from arthroscopic surgery on right knee
Kelly Olynyk,Celtics,26 October 2016,09 November 2016,14,Recovering from surgery on right shoulder
Luke Kornet,Bulls,18 November 2019,27 November 2019,9,Recovering from surgery on sinus
Noah Vonleh,Hornets,29 October 2014,04 November 2014,6,Recovering from surgery to repait hernia / back injury
Zach LaVine,Bulls,19 October 2017,13 January 2018,86,Recovering from torn acl in left knee
PJ Dozier,Magic,24 November 2021,10 February 2022,78,Torn acl in left knee
Eric Gordon,Pelicans,25 November 2014,05 January 2015,41,Torn labrum in left shoulder
Eric Bledsoe,Clippers,04 January 2012,26 January 2012,22,Torn lateral meniscus in right knee
Brandon Clarke,Grizzlies,04 March 2023,27 March 2024,389,Torn left achilles tendon
Garrett Temple,Kings,04 February 2017,05 March 2017,29,Torn left hamstring
Karl-Anthony Towns,Timberwolves,07 March 2024,12 April 2024,36,Torn meniscus in left knee
Robert Williams,Celtics,28 March 2022,23 April 2022,26,Torn meniscus in left knee
Didi Louzada,Pelicans,23 January 2022,30 March 2022,66,Torn meniscus in left knee
Cody Zeller,Hornets,08 December 2017,02 February 2018,56,Torn meniscus in left knee
Reggie Bullock,Pistons,25 November 2016,13 January 2017,49,Torn meniscus in left knee
Joel Embiid,76ers,02 June 2021,06 June 2021,4,Torn meniscus in right knee
Alen Smailagic,Warriors,21 December 2020,05 February 2021,46,Torn meniscus in right knee
Damian Jones,Warriors,03 December 2018,14 May 2019,162,Torn pectoral muscle
David Nwaba,Nets,21 December 2019,03 January 2020,13,Torn right achilles tendon
Kyle Lowry,Raptors,14 December 2012,28 December 2012,14,Torn right triceps
DeMar DeRozan,Raptors,30 November 2014,14 January 2015,45,Torn tendon in left groin
Immanuel Quickley,Raptors,12 November 2024,01 January 2025,50,Torn ucl
De'Aaron Fox,Kings,09 March 2018,11 March 2018,2,Rehab of knee / back injury
Will Barton,Nuggets,27 November 2016,02 December 2016,5,Rehab of left ankle
Derrick White,Celtics,27 January 2025,28 January 2025,1,Bruised right shin
D'Angelo Russell,Nets,15 January 2025,16 January 2025,1,Bruised right shin
Scotty Pippen Jr.,Grizzlies,16 March 2024,22 March 2024,6,Left shin injury
Trae Young,Hawks,07 November 2022,09 November 2022,2,Right shin injury
Shai Gilgeous-Alexander,Thunder,09 April 2025,16 April 2025,7,Shin injury
Aaron Nesmith,Pacers,13 January 2024,19 January 2024,6,Shin injury
Chandler Hutchison,Bulls,20 November 2019,23 November 2019,3,Shin injury
Draymond Green,Warriors,31 March 2015,03 April 2015,3,Shin injury
Justin Anderson,76ers,30 December 2017,05 January 2018,6,Shin splints
Bogdan Bogdanovic,Hawks,04 January 2025,07 January 2025,3,Bruised left lower leg
Bogdan Bogdanovic,Hawks,23 December 2024,03 January 2025,11,Bruised left lower leg
Dante Exum,Mavericks,21 December 2023,23 December 2023,2,Bruised left lower leg
Norman Powell,Clippers,17 March 2024,24 March 2024,7,Bruised lower left leg
Chris Paul,Warriors,29 November 2023,06 December 2023,7,Bruised lower left leg
Steven Adams,Thunder,07 August 2020,12 August 2020,5,Bruised lower left leg
Kristaps Porzingis,Knicks,05 March 2016,08 March 2016,3,Bruised lower left leg
Stephen Curry,Warriors,30 December 2015,02 January 2016,3,Bruised lower left leg
Rodney Hood,Jazz,20 January 2018,03 February 2018,14,Bruised lower leg
Colby Jones,Wizards,02 April 2025,03 April 2025,1,Bruised right lower leg
Chet Holmgren,Thunder,05 March 2025,08 March 2025,3,Bruised right lower leg
Rudy Gobert,Jazz,13 November 2017,04 December 2017,21,Bruised tibia in right leg
Frank Ntilikina,Hornets,21 October 2023,17 January 2024,88,Fractured tibia in leg
Kristaps Porzingis,Celtics,18 January 2025,19 January 2025,1,Left leg injury
Kristaps Porzingis,Celtics,02 December 2024,03 December 2024,1,Left leg injury
Kristaps Porzingis,Celtics,12 June 2024,14 June 2024,2,Left leg injury
Tari Eason,Rockets,20 November 2023,21 November 2023,1,Left leg injury
Dorian Finney-Smith,Mavericks,29 April 2021,30 April 2021,1,Left leg injury
De'Anthony Melton,Grizzlies,05 April 2021,19 April 2021,14,Left leg injury
Eric Gordon,Rockets,14 January 2021,18 January 2021,4,Left leg injury
Donovan Mitchell,Jazz,10 August 2020,12 August 2020,2,Left leg injury
Donovan Mitchell,Jazz,06 August 2020,08 August 2020,2,Left leg injury
T.J. Warren,Pacers,06 March 2020,08 March 2020,2,Left leg injury
Chris Paul,Rockets,24 November 2018,30 November 2018,6,Left leg injury
Bismack Biyombo,Bobcats,24 November 2012,28 November 2012,4,Left leg injury
Patrick McCaw,Warriors,31 March 2017,02 April 2017,2,Leg cramps
Chris Paul,Rockets,01 April 2018,03 April 2018,2,Sore left leg
Tim Hardaway Jr.,Knicks,03 December 2017,12 January 2018,40,Sore left leg
JaVale McGee,Nuggets,25 November 2014,01 December 2014,6,Sore left leg (tibia)
Tari Eason,Rockets,20 December 2023,23 December 2023,3,Sore leg
Trevor Ariza,Rockets,11 April 2018,15 April 2018,4,Sore leg
Kevin Love,Cavaliers,29 February 2016,05 March 2016,5,Sore leg
Rudy Gobert,Jazz,11 March 2017,13 March 2017,2,Sore right leg
